id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms,target_5%,default_prob_5%,target_10%,default_prob_10%,target_15%,default_prob_15%
1904,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. I have a stable job with good income and excellent credit history. I am confident in my ability to repay this loan. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.7125,0.935640101051919,301,49,6,1,0,1,1,0.1659604089399521,0,0.21588514937198505,0,0.26627961937885647
1905,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.6931623856244123,50,7,2,0,0,0,0,0.0891002415674906,0,0.1423855083957372,1,0.19092648895156275
1906,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4910714285714285,0.8448292974422734,311,48,6,0,1,1,1,0.22288128439449165,0,0.27145577788335157,0,0.3
1907,medical,Looking to finance medical treatment. I have several medical bills to pay. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.5,0.8568735304357411,159,27,5,0,0,1,0,0.15030814863094266,0,0.20951277745851116,0,0.25944777432693766
1908,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations.,NEGATIVE,0.45,0.7216715896346771,221,34,5,0,1,1,0,0.17863273086275738,0,0.2412596912601035,1,0.28237237158397577
1909,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5625,0.6647775890390131,295,48,6,0,1,1,1,0.18435982318722444,0,0.23907517491308125,0,0.2862528995920204
1910,education,Funding education to improve career prospects. I have stable employment and good payment history. I have stable income and good credit score with no late payments. I have a solid plan for managing this debt responsibly.,POSITIVE,0.675,0.6595814009032351,219,36,5,1,0,1,0,0.15307308745575385,0,0.19507368425433164,0,0.25731043035148254
1911,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections.,NEGATIVE,0.5,0.6496417793392022,93,16,2,0,0,1,0,0.17226973941064141,0,0.21794743768435487,0,0.2660919048344924
1912,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My financial situation is normal with regular income. I understand my financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5847222222222223,0.6621302682238057,294,47,6,0,0,1,0,0.21750556203315372,0,0.25883256936340254,0,0.2975343217059189
1913,business,Need funding for business expansion.,NEUTRAL,0.5,0.7232502757708693,36,5,2,0,0,0,0,0.0984252499917864,0,0.14577489354900783,0,0.1997795531054159
1914,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. I have some payment problems and my income is irregular. I am struggling to manage my current financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4775,0.6382850990877432,283,45,6,0,1,1,0,0.20221352039296744,1,0.25206306422598407,0,0.29747990694221454
1915,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have considered the long-term implications of this financial decision.,NEGATIVE,0.484375,0.7761012647938479,310,48,6,0,1,1,0,0.21381643603335934,0,0.27096800360265216,0,0.29999529067253
1916,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.7584157233814273,50,7,2,0,0,0,0,0.08561831653370135,0,0.13843514844664276,0,0.1853092669896483
1917,business,Looking to invest in my business. I have several areas that need funding. My financial situation is normal with regular income. I understand my financial obligations. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.575,0.7605627667512473,247,40,6,0,0,1,0,0.16899982590543386,1,0.2222802433956755,1,0.27560795418697615
1918,business,Need capital for business development. I have different projects that require financing. I have consistent income and average credit score. I am committed to meeting my financial commitments.,NEUTRAL,0.5125,0.8710842034397867,191,28,5,0,0,1,0,0.15979907793994869,1,0.20994587464584968,1,0.25793235918025487
1919,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. My credit has suffered due to recent financial difficulties. I am facing financial challenges.,NEGATIVE,0.4791666666666667,0.8548754399562635,192,29,5,0,1,1,1,0.16808677210795078,0,0.22487335511639975,1,0.267434547760544
1920,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments.,NEGATIVE,0.5,0.7250180417615271,74,11,2,0,1,1,0,0.15343918627628383,0,0.19873834602768045,0,0.2525268702485139
1921,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.6722076323667748,37,6,2,0,0,1,0,0.13705934830078556,1,0.20876025821172936,1,0.2482744071609746
1922,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates.,POSITIVE,0.54,0.9070004125640696,70,10,2,0,0,1,0,0.14859954302930628,0,0.199246802794751,0,0.24680243133992374
1923,education,Need loan for education. I have different education-related costs to address. My employment is stable and I have typical payment history. I understand my financial obligations.,NEUTRAL,0.4722222222222222,0.9186145673518868,176,26,5,1,0,1,0,0.1586306601909299,1,0.20510449764611718,1,0.25847357068417054
1924,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5833333333333334,0.9308432750245952,181,28,5,0,1,1,1,0.15027936882006385,0,0.19796230285205346,0,0.2511152914436318
1925,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I am committed to meeting my financial commitments.,NEUTRAL,0.5,0.7820272065374438,186,28,5,0,0,1,0,0.175929869218001,1,0.21471672628973335,0,0.25817583895079593
1926,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have considered the long-term implications of this financial decision.,POSITIVE,0.5645316804407714,0.9388535624547596,306,45,6,1,0,1,0,0.18064625372685694,0,0.23720260982949964,0,0.2962030425419839
1927,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.9245315606887216,171,26,5,0,0,1,0,0.14605793117249394,0,0.20376247743252698,1,0.2561520034398251
1928,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.4821428571428571,0.9383350141452522,194,29,5,0,1,1,0,0.15578185003626585,1,0.2073719978625075,0,0.2624581744705111
1929,education,Need loan for education. I have different education-related costs to address. My employment is stable and I have typical payment history. I understand my financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.4666666666666667,0.7008909838096482,245,37,6,1,0,1,1,0.1939869784987999,0,0.2378765833331938,1,0.2894880122866362
1930,business,Expanding my successful small business.,POSITIVE,0.625,0.6990560545691453,39,5,2,0,0,0,1,0.08736061617972006,0,0.1238807870957499,0,0.17877785641371294
1931,education,Need funding for educational expenses.,NEUTRAL,0.625,0.6017815865621938,38,5,2,0,0,0,0,0.07316662029649404,0,0.12493060711139999,0,0.17348399863952485
1932,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I understand my financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5416666666666666,0.7225763824399764,261,39,6,1,0,1,1,0.1834819684673831,0,0.2355924955847123,1,0.28521567664660863
1933,business,Need capital for business development. I have different projects that require financing. I have standard credit history and stable employment. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.625,0.8496189847196199,267,42,6,1,0,1,0,0.16633106802170733,0,0.2101747076053946,0,0.2689008559651796
1934,home_improvement,Planning home improvements to update the property. I have various projects in mind. My financial situation is normal with regular income. I am committed to meeting my financial commitments. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5821428571428572,0.7017807090774194,282,45,6,0,0,1,0,0.17201321547550236,0,0.2249323519275033,0,0.274893655690445
1935,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My employment is stable and I have typical payment history. I will maintain my payment schedule.,NEUTRAL,0.5260416666666666,0.7478971506632102,205,34,5,1,0,1,0,0.202357523721821,0,0.24312335852112643,1,0.2886822353725102
1936,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5375,0.6606556892198895,201,31,5,1,0,1,0,0.17934703457362647,0,0.23576909452391015,1,0.28751210153018536
