id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms
3256,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have excellent credit history and stable employment. I have carefully considered this financial decision. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6145316804407713,0.8688018859298996,296,46,6,1,0,1
3257,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.748803011296686,36,6,2,0,0,0
3258,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. I have some payment problems and my income is irregular. I am uncertain about my ability to repay.,NEGATIVE,0.4895833333333333,0.8741476874484281,192,35,5,0,0,1
3259,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments.,NEGATIVE,0.484375,0.6379395428208383,204,35,5,0,1,1
3260,business,Need capital for business development. I have different projects that require financing. I have consistent income and average credit score. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.61,0.6032046343622907,264,42,6,0,0,1
3261,medical,Emergency medical expenses that insurance won't cover.,NEGATIVE,0.5,0.653254539168919,54,7,2,0,1,0
3262,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. My financial situation is normal with regular income. I will maintain my payment schedule.,NEUTRAL,0.495,0.7087156928362893,183,30,5,0,0,1
3263,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My income has been reduced recently and I have some payment issues. I am uncertain about my ability to repay.,NEGATIVE,0.47767857142857145,0.6097121144553996,206,35,5,0,0,1
3264,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates.,POSITIVE,0.54,0.7303782445844383,70,10,2,0,0,1
3265,education,Need loan for education. I have different education-related costs to address. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.9476807271762864,168,25,5,1,0,1
3266,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have a stable job with good income and excellent credit history. I have carefully considered this financial decision. I have considered the long-term implications of this financial decision.",POSITIVE,0.6091836734693877,0.7806946318126654,357,56,6,1,0,1
3267,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I have some payment problems and my income is irregular. I am facing financial challenges.,NEGATIVE,0.484375,0.6447482527685116,195,32,5,0,1,1
3268,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.7554309187513129,37,6,2,0,0,1
3269,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My employment is stable and I have typical payment history. I will maintain my payment schedule.,NEUTRAL,0.5260416666666666,0.8773849114186523,205,34,5,1,0,1
3270,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have a regular income and standard credit history. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5666666666666667,0.9218326125861582,270,47,6,0,0,1
3271,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.8573955168269779,83,14,2,0,0,1
3272,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing.,POSITIVE,0.7791666666666666,0.8437520027612132,226,34,5,1,0,1
3273,medical,Need funding for medical expenses. I have various healthcare costs to cover. My financial situation is normal with regular income. I am committed to meeting my financial commitments. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5666666666666667,0.9407960197825009,263,42,6,0,0,1
3274,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.4666666666666667,0.7084170318750355,178,30,5,1,0,1
3275,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5630952380952381,0.9075274831699298,285,48,6,1,0,1
3276,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.6890626382598734,171,26,5,0,0,1
3277,business,Need capital for business development. I have different projects that require financing. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.515,0.8589186303390166,181,25,5,0,0,1
3278,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.6539573403233973,54,10,2,0,1,0
3279,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.53125,0.8387602338867615,200,32,5,0,1,1
3280,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.525,0.8674550460442749,239,37,6,0,0,1
3281,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5364583333333334,0.6107467835178215,287,48,6,1,1,1
3282,education,Investing in professional certification to increase earning potential. I have strong credit and good income. My employment is secure and I have strong payment history. I am confident in my ability to repay this loan. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6541666666666667,0.7237705666570058,285,46,6,1,0,1
3283,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5166666666666667,0.8744133583117925,258,42,6,0,0,1
3284,home_improvement,Want to make some upgrades to my house.,NEUTRAL,0.5,0.6116200490691851,39,8,2,0,0,0
3285,education,Trying to pay for education but facing financial difficulties.,NEGATIVE,0.5,0.8904102295688481,62,9,2,0,1,1
3286,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have stable income and good credit score with no late payments. I have a solid plan for managing this debt responsibly. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6112373737373737,0.604135355819146,310,53,6,1,0,1
3287,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. I have some payment problems and my income is irregular. I am uncertain about my ability to repay. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.475,0.7768047686689497,285,49,6,0,0,1
